,Motif_ID,Motif_Symbol,AtID,Source
472,M06952_2.00,HSFB2A,AT5G62020,CIS-BP
473,M06953_2.00,LBD2,AT1G06280,CIS-BP
474,M06955_2.00,LBD6,AT1G65620,CIS-BP
475,M06956_2.00,LBD13,AT2G30340,CIS-BP
476,M06958_2.00,LBD16,AT2G42430,CIS-BP
477,M06960_2.00,LBD19,AT2G45410,CIS-BP
478,M06962_2.00,LBD18,AT2G45420,CIS-BP
479,M06964_2.00,LBD23,AT3G26620,CIS-BP
480,M06966_2.00,LOB,AT5G63090,CIS-BP
481,M06967_2.00,GT-1,AT1G13450,CIS-BP
482,M06968_2.00,AT-GTL1,AT1G33240,CIS-BP
483,M06970_2.00,AT1G76880,AT1G76880,CIS-BP
484,M06971_2.00,AT3G10030,AT3G10030,CIS-BP
485,M06973_2.00,ASIL2,AT3G14180,CIS-BP
486,M06974_2.00,GT-4,AT3G25990,CIS-BP
487,M06976_2.00,AT3G58630,AT3G58630,CIS-BP
488,M06978_2.00,AT5G05550,AT5G05550,CIS-BP
489,M06980_2.00,AT5G47660,AT5G47660,CIS-BP
490,M06982_2.00,AGL63,AT1G31140,CIS-BP
491,M06983_2.00,AGL55,AT1G60920,CIS-BP
492,M06984_2.00,SVP,AT2G22540,CIS-BP
493,M06986_2.00,AGL6,AT2G45650,CIS-BP
494,M06987_2.00,AGL16,AT3G57230,CIS-BP
495,M06989_2.00,AGL13,AT3G61120,CIS-BP
496,M06992_2.00,AGL15,AT5G13790,CIS-BP
497,M06994_2.00,AGL80,AT5G48670,CIS-BP
498,M06995_2.00,AGL42,AT5G62165,CIS-BP
499,M06996_2.00,AT5G23930,AT5G23930,CIS-BP
500,M06997_2.00,LHY,AT1G01060,CIS-BP
501,M06999_2.00,ATMYB13,AT1G06180,CIS-BP
502,M07001_2.00,MYB60,AT1G08810,CIS-BP
503,M07002_2.00,MYB61,AT1G09540,CIS-BP
504,M07004_2.00,HRS1,AT1G13300,CIS-BP
505,M07005_2.00,MYB58,AT1G16490,CIS-BP
506,M07007_2.00,MYB52,AT1G17950,CIS-BP
507,M07008_2.00,RVE7,AT1G18330,CIS-BP
508,M07010_2.00,MYB51,AT1G18570,CIS-BP
509,M07011_2.00,AT1G18960,AT1G18960,CIS-BP
510,M07012_2.00,AT1G19000,AT1G19000,CIS-BP
511,M07014_2.00,MYB116,AT1G25340,CIS-BP
512,M07016_2.00,HHO3,AT1G25550,CIS-BP
513,M07018_2.00,KAN2,AT1G32240,CIS-BP
514,M07020_2.00,AtMYB93,AT1G34670,CIS-BP
515,M07022_2.00,AT1G49010,AT1G49010,CIS-BP
516,M07024_2.00,HHO6,AT1G49560,CIS-BP
517,M07026_2.00,MYB113,AT1G66370,CIS-BP
518,M07027_2.00,MYB62,AT1G68320,CIS-BP
519,M07029_2.00,HHO2,AT1G68670,CIS-BP
520,M07031_2.00,MYB105,AT1G69560,CIS-BP
521,M07033_2.00,AT1G72740,AT1G72740,CIS-BP
522,M07035_2.00,ATY13,AT1G74650,CIS-BP
523,M07037_2.00,AT1G74840,AT1G74840,CIS-BP
524,M07039_2.00,ATMYB63,AT1G79180,CIS-BP
525,M07040_2.00,PHL7,AT2G01060,CIS-BP
526,M07042_2.00,MYB88,AT2G02820,CIS-BP
527,M07044_2.00,EFM,AT2G03500,CIS-BP
528,M07046_2.00,AT2G20400,AT2G20400,CIS-BP
529,M07048_2.00,AtMYB70,AT2G23290,CIS-BP
530,M07049_2.00,AtMYB81,AT2G26960,CIS-BP
531,M07051_2.00,MYB101,AT2G32460,CIS-BP
532,M07053_2.00,ASR3,AT2G33550,CIS-BP
533,M07055_2.00,AT2G38090,AT2G38090,CIS-BP
534,M07056_2.00,AT2G38300,AT2G38300,CIS-BP
535,M07057_2.00,AT2G40260,AT2G40260,CIS-BP
536,M07059_2.00,MYB57,AT3G01530,CIS-BP
537,M07061_2.00,MYB107,AT3G02940,CIS-BP
538,M07063_2.00,MYR2,AT3G04030,CIS-BP
539,M07065_2.00,MYB108,AT3G06490,CIS-BP
540,M07066_2.00,MYB83,AT3G08500,CIS-BP
541,M07068_2.00,MYB1,AT3G09230,CIS-BP
542,M07069_2.00,RVE8,AT3G09600,CIS-BP
543,M07071_2.00,RVE7L,AT3G10113,CIS-BP
544,M07072_2.00,AT3G10580,AT3G10580,CIS-BP
545,M07074_2.00,AT3G11280,AT3G11280,CIS-BP
546,M07076_2.00,ATMYB65,AT3G11440,CIS-BP
547,M07078_2.00,ATY53,AT3G12720,CIS-BP
548,M07079_2.00,PHL12,AT3G12730,CIS-BP
549,M07081_2.00,AtMYB10,AT3G12820,CIS-BP
550,M07083_2.00,PHL6,AT3G13040,CIS-BP
551,M07084_2.00,MYB15,AT3G23250,CIS-BP
552,M07085_2.00,AT3G24120,AT3G24120,CIS-BP
553,M07087_2.00,MYB118,AT3G27785,CIS-BP
554,M07089_2.00,MYB30,AT3G28910,CIS-BP
555,M07091_2.00,ATMYB121,AT3G30210,CIS-BP
556,M07092_2.00,TRP2,AT3G46590,CIS-BP
557,M07094_2.00,MYB94,AT3G47600,CIS-BP
558,M07095_2.00,F3A4.140,AT3G50060,CIS-BP
559,M07097_2.00,MYB27,AT3G53200,CIS-BP
560,M07099_2.00,AtMYB17,AT3G61250,CIS-BP
561,M07100_2.00,RVE5,AT4G01280,CIS-BP
562,M07102_2.00,MYB55,AT4G01680,CIS-BP
563,M07104_2.00,AtMYB74,AT4G05100,CIS-BP
564,M07106_2.00,MYB39,AT4G17785,CIS-BP
565,M07108_2.00,MYB98,AT4G18770,CIS-BP
566,M07109_2.00,AtMYB41,AT4G28110,CIS-BP
567,M07110_2.00,PC-MYB1,AT4G32730,CIS-BP
568,M07112_2.00,HHO5,AT4G37180,CIS-BP
569,M07114_2.00,MYB73,AT4G37260,CIS-BP
570,M07115_2.00,MYB4,AT4G38620,CIS-BP
571,M07116_2.00,MYB3R5,AT5G02320,CIS-BP
572,M07117_2.00,RVE4,AT5G02840,CIS-BP
573,M07119_2.00,AT5G05790,AT5G05790,CIS-BP
574,M07120_2.00,MYB33,AT5G06100,CIS-BP
575,M07121_2.00,SRM1,AT5G08520,CIS-BP
576,M07123_2.00,MYB92,AT5G10280,CIS-BP
577,M07125_2.00,MYB3R4,AT5G11510,CIS-BP
578,M07126_2.00,AtMYB40,AT5G14340,CIS-BP
579,M07127_2.00,MYB43,AT5G16600,CIS-BP
580,M07128_2.00,RVE1,AT5G17300,CIS-BP
581,M07130_2.00,MYB56,AT5G17800,CIS-BP
582,M07132_2.00,PHL1,AT5G29000,CIS-BP
583,M07133_2.00,MYB23,AT5G40330,CIS-BP
584,M07134_2.00,PHL11,AT5G45580,CIS-BP
585,M07136_2.00,KUA1,AT5G47390,CIS-BP
586,M07138_2.00,RVE6,AT5G52660,CIS-BP
587,M07140_2.00,MYB49,AT5G54230,CIS-BP
588,M07142_2.00,MYB80,AT5G56110,CIS-BP
589,M07144_2.00,AT5G56840,AT5G56840,CIS-BP
590,M07146_2.00,AT5G58900,AT5G58900,CIS-BP
591,M07148_2.00,TRP1,AT5G59430,CIS-BP
592,M07149_2.00,AT5G61620,AT5G61620,CIS-BP
593,M07151_2.00,MYB99,AT5G62320,CIS-BP
594,M07153_2.00,MYB96,AT5G62470,CIS-BP
595,M07155_2.00,MYB44,AT5G67300,CIS-BP
596,M07157_2.00,TRB2,AT5G67580,CIS-BP
597,M07159_2.00,NAC002,AT1G01720,CIS-BP
598,M07161_2.00,NAC004,AT1G02230,CIS-BP
599,M07163_2.00,NAC005,AT1G02250,CIS-BP
600,M07164_2.00,NAC007,AT1G12260,CIS-BP
601,M07166_2.00,AT1G19040,AT1G19040,CIS-BP
602,M07167_2.00,NAC010,AT1G28470,CIS-BP
603,M07169_2.00,ANAC011,AT1G32510,CIS-BP
604,M07170_2.00,ANAC13,AT1G32870,CIS-BP
605,M07172_2.00,anac016,AT1G34180,CIS-BP
606,M07174_2.00,NAC017,AT1G34190,CIS-BP
607,M07176_2.00,NAC018,AT1G52880,CIS-BP
608,M07178_2.00,ANAC020,AT1G54330,CIS-BP
609,M07179_2.00,anac028,AT1G65910,CIS-BP
610,M07180_2.00,NAC029,AT1G69490,CIS-BP
611,M07182_2.00,NAC031,AT1G76420,CIS-BP
612,M07184_2.00,SMB,AT1G79580,CIS-BP
613,M07186_2.00,NAC035,AT2G02450,CIS-BP
614,M07187_2.00,NAC037,AT2G18060,CIS-BP
615,M07188_2.00,ANAC038,AT2G24430,CIS-BP
616,M07190_2.00,NTL8,AT2G27300,CIS-BP
617,M07191_2.00,JUB1,AT2G43000,CIS-BP
618,M07192_2.00,NAC043,AT2G46770,CIS-BP
619,M07194_2.00,NAC045,AT3G03200,CIS-BP
620,M07196_2.00,anac046,AT3G04060,CIS-BP
621,M07198_2.00,NAC047,AT3G04070,CIS-BP
622,M07200_2.00,ANAC050,AT3G10480,CIS-BP
623,M07202_2.00,NAC053,AT3G10500,CIS-BP
624,M07204_2.00,AT3G12910,AT3G12910,CIS-BP
625,M07205_2.00,NAC054,AT3G15170,CIS-BP
626,M07207_2.00,NAC055,AT3G15500,CIS-BP
627,M07208_2.00,anac057,AT3G17730,CIS-BP
628,M07210_2.00,anac058,AT3G18400,CIS-BP
629,M07212_2.00,NAC062,AT3G49530,CIS-BP
630,M07214_2.00,NAC68,AT4G01540,CIS-BP
631,M07216_2.00,NAC69,AT4G01550,CIS-BP
632,M07217_2.00,BRN2,AT4G10350,CIS-BP
633,M07219_2.00,anac071,AT4G17980,CIS-BP
634,M07221_2.00,NAC073,AT4G28500,CIS-BP
635,M07223_2.00,anac075,AT4G29230,CIS-BP
636,M07224_2.00,ANAC076,AT4G36160,CIS-BP
637,M07226_2.00,NAC078,AT5G04410,CIS-BP
638,M07228_2.00,NAC079,AT5G07680,CIS-BP
639,M07230_2.00,NAC083,AT5G13180,CIS-BP
640,M07232_2.00,ANAC087,AT5G18270,CIS-BP
641,M07234_2.00,NAC92,AT5G39610,CIS-BP
642,M07236_2.00,ANAC094,AT5G39820,CIS-BP
643,M07237_2.00,anac096,AT5G46590,CIS-BP
644,M07239_2.00,NAC098,AT5G53950,CIS-BP
645,M07241_2.00,NAC101,AT5G62380,CIS-BP
646,M07243_2.00,anac103,AT5G64060,CIS-BP
647,M07245_2.00,NAC105,AT5G66300,CIS-BP
648,M07247_2.00,AT2G01818,AT2G01818,CIS-BP
649,M07248_2.00,NLP4,AT1G20640,CIS-BP
650,M07249_2.00,RKD2,AT1G74480,CIS-BP
651,M07251_2.00,NLP7,AT4G24020,CIS-BP
652,M07252_2.00,S1FA3,AT3G09735,CIS-BP
653,M07253_2.00,SPL14,AT1G20980,CIS-BP
654,M07254_2.00,SPL11,AT1G27360,CIS-BP
655,M07255_2.00,SPL3,AT2G33810,CIS-BP
656,M07257_2.00,SPL9,AT2G42200,CIS-BP
657,M07259_2.00,SPL1,AT2G47070,CIS-BP
658,M07261_2.00,SPL5,AT3G15270,CIS-BP
659,M07263_2.00,SPL15,AT3G57920,CIS-BP
660,M07265_2.00,SPL13A,"AT5G50570,AT5G50670",CIS-BP
661,M07266_2.00,CRC,AT1G69180,CIS-BP
662,M07268_2.00,HMGB13,AT4G11080,CIS-BP
663,M07270_2.00,AT1G66420,AT1G66420,CIS-BP
664,M07271_2.00,STKL2,AT4G00250,CIS-BP
665,M07272_2.00,TCP24,AT1G30210,CIS-BP
666,M07274_2.00,TCP3,AT1G53230,CIS-BP
667,M07276_2.00,TCP1,AT1G67260,CIS-BP
668,M07277_2.00,TCP15,AT1G69690,CIS-BP
669,M07279_2.00,TCP22,AT1G72010,CIS-BP
670,M07281_2.00,TCP9,AT2G45680,CIS-BP
671,M07283_2.00,TCP13,AT3G02150,CIS-BP
672,M07285_2.00,TCP20,AT3G27010,CIS-BP
673,M07287_2.00,TCP16,AT3G45150,CIS-BP
674,M07289_2.00,TCP14,AT3G47620,CIS-BP
675,M07290_2.00,TCP17,AT5G08070,CIS-BP
676,M07292_2.00,TCP21,AT5G08330,CIS-BP
677,M07294_2.00,TCP7,AT5G23280,CIS-BP
678,M07295_2.00,AT2G20110,AT2G20110,CIS-BP
679,M07297_2.00,TCX3,AT3G22760,CIS-BP
680,M07299_2.00,TSO1,AT3G22780,CIS-BP
681,M07300_2.00,TCX2,AT4G14770,CIS-BP
682,M07302_2.00,NFYB4,AT1G09030,CIS-BP
683,M07303_2.00,AT1G10720,AT1G10720,CIS-BP
684,M07304_2.00,JGL,AT1G13400,CIS-BP
685,M07305_2.00,ZHD14,AT1G14687,CIS-BP
686,M07306_2.00,SRS7,AT1G19790,CIS-BP
687,M07308_2.00,AT1G23810,AT1G23810,CIS-BP
688,M07309_2.00,AT1G24250,AT1G24250,CIS-BP
689,M07310_2.00,WIP5,AT1G51220,CIS-BP
690,M07312_2.00,BHLH157,AT1G64625,CIS-BP
691,M07313_2.00,AT1G68200,AT1G68200,CIS-BP
692,M07314_2.00,DEP,AT1G70910,CIS-BP
693,M07315_2.00,AT1G74370,AT1G74370,CIS-BP
694,M07316_2.00,BZR1,AT1G75080,CIS-BP
695,M07317_2.00,ZHD5,AT1G75240,CIS-BP
696,M07319_2.00,AT1G76870,AT1G76870,CIS-BP
697,M07320_2.00,GT-2,AT1G76890,CIS-BP
698,M07322_2.00,BEH4,AT1G78700,CIS-BP
699,M07324_2.00,AGL95,AT2G15660,CIS-BP
700,M07325_2.00,SDG37,AT2G17900,CIS-BP
701,M07326_2.00,ZHD6,AT2G18350,CIS-BP
702,M07328_2.00,AT2G28920,AT2G28920,CIS-BP
703,M07329_2.00,AT2G31460,AT2G31460,CIS-BP
704,M07330_2.00,NF-YB1,AT2G38880,CIS-BP
705,M07331_2.00,WLIN2A,AT2G39900,CIS-BP
706,M07332_2.00,FHA2,AT3G07220,CIS-BP
707,M07333_2.00,AT3G12130,AT3G12130,CIS-BP
708,M07334_2.00,AtIDD11,AT3G13810,CIS-BP
709,M07336_2.00,MIP1B,AT3G21890,CIS-BP
710,M07337_2.00,ZHD9,AT3G28920,CIS-BP
711,M07339_2.00,AT3G42860,AT3G42860,CIS-BP
712,M07340_2.00,AT3G51470,AT3G51470,CIS-BP
713,M07341_2.00,AT4G12670,AT4G12670,CIS-BP
714,M07343_2.00,BEH3,AT4G18890,CIS-BP
715,M07345_2.00,AT4G26030,AT4G26030,CIS-BP
716,M07346_2.00,AT4G27900,AT4G27900,CIS-BP
717,M07347_2.00,BEH2,AT4G36780,CIS-BP
718,M07349_2.00,FRS9,AT4G38170,CIS-BP
719,M07351_2.00,GT-3A,AT5G01380,CIS-BP
720,M07352_2.00,AT5G08750,AT5G08750,CIS-BP
721,M07353_2.00,ZHD10,AT5G39760,CIS-BP
722,M07355_2.00,U2AF35B,AT5G42820,CIS-BP
723,M07356_2.00,BMY2,AT5G45300,CIS-BP
724,M07358_2.00,EMB1789,AT5G56930,CIS-BP
725,M07359_2.00,AT5G58620,AT5G58620,CIS-BP
726,M07360_2.00,ATMYB119,AT5G58850,CIS-BP
727,M07362_2.00,AT5G59990,AT5G59990,CIS-BP
728,M07364_2.00,AT5G63260,AT5G63260,CIS-BP
729,M07366_2.00,ZHD1,AT5G65410,CIS-BP
730,M07368_2.00,ERF122,AT5G67000,CIS-BP
731,M07369_2.00,AtGRF6,AT2G06200,CIS-BP
732,M07370_2.00,GRF9,AT2G45480,CIS-BP
733,M07372_2.00,WRKY65,AT1G29280,CIS-BP
734,M07374_2.00,WRKY71,AT1G29860,CIS-BP
735,M07375_2.00,WRKY14,AT1G30650,CIS-BP
736,M07377_2.00,WRKY6,AT1G62300,CIS-BP
737,M07381_2.00,WRKY3,AT2G03340,CIS-BP
738,M07382_2.00,WRKY59,AT2G21900,CIS-BP
739,M07383_2.00,WRKY15,AT2G23320,CIS-BP
740,M07385_2.00,WRKY17,AT2G24570,CIS-BP
741,M07387_2.00,WRKY25,AT2G30250,CIS-BP
742,M07389_2.00,WRKY21,AT2G30590,CIS-BP
743,M07391_2.00,WRKY33,AT2G38470,CIS-BP
744,M07392_2.00,WRKY55,AT2G40740,CIS-BP
745,M07393_2.00,WRKY43,AT2G46130,CIS-BP
746,M07395_2.00,WRKY46,AT2G46400,CIS-BP
747,M07397_2.00,WRKY45,AT3G01970,CIS-BP
748,M07399_2.00,WRKY70,AT3G56400,CIS-BP
749,M07400_2.00,WRKY22,AT4G01250,CIS-BP
750,M07402_2.00,WRKY47,AT4G01720,CIS-BP
751,M07404_2.00,WRKY42,AT4G04450,CIS-BP
752,M07406_2.00,WRKY28,AT4G18170,CIS-BP
753,M07408_2.00,WRKY31,AT4G22070,CIS-BP
754,M07410_2.00,WRKY29,AT4G23550,CIS-BP
755,M07412_2.00,WRKY7,AT4G24240,CIS-BP
756,M07414_2.00,WRKY20,AT4G26640,CIS-BP
757,M07415_2.00,WRKY11,AT4G31550,CIS-BP
758,M07416_2.00,WRKY18,AT4G31800,CIS-BP
759,M07418_2.00,WRKY26,AT5G07100,CIS-BP
760,M07420_2.00,WRKY75,AT5G13080,CIS-BP
761,M07422_2.00,WRKY30,AT5G24110,CIS-BP
762,M07424_2.00,WRKY50,AT5G26170,CIS-BP
763,M07426_2.00,WRKY24,AT5G41570,CIS-BP
764,M07428_2.00,WRKY8,AT5G46350,CIS-BP
765,M07430_2.00,WRKY27,AT5G52830,CIS-BP
766,M08045_2.00,PIF3,AT1G09530,CIS-BP
767,M08046_2.00,PIF4,AT2G43010,CIS-BP
768,M08047_2.00,PIF5,AT3G59060,CIS-BP
769,M08081_2.00,REF6,AT3G48430,CIS-BP
770,M08106_2.00,E2FA,AT2G36010,CIS-BP
771,M08108_2.00,DPB,AT5G03415,CIS-BP
772,M08114_2.00,FHY3,AT3G22170,CIS-BP
773,M08143_2.00,3-Sep,AT1G24260,CIS-BP
774,M08144_2.00,AP1,AT1G69120,CIS-BP
775,M08145_2.00,AGL27,AT1G77080,CIS-BP
776,M08146_2.00,AP3,AT3G54340,CIS-BP
777,M08147_2.00,FLC,AT5G10140,CIS-BP
778,M08148_2.00,PI,AT5G20240,CIS-BP
779,M08180_2.00,WRKY40,AT1G80840,CIS-BP
780,M08402_2.00,SMZ,AT3G54990,CIS-BP
781,M08425_2.00,SOC1,AT2G45660,CIS-BP
782,M08431_2.00,BZR2,AT1G19350,CIS-BP
783,MYB52,MYB52,AT1G17950,PBM_20140210
784,MYB52_2,MYB52_2,AT1G17950,PBM_20140210
785,MYB59,MYB59,AT5G59780,PBM_20140210
786,MYB46,MYB46,AT5G12870,PBM_20140210
787,MYB46_2,MYB46_2,AT5G12870,PBM_20140210
788,MYB111,MYB111,AT5G49330,PBM_20140210
789,MYB111_2,MYB111_2,AT5G49330,PBM_20140210
790,MYB55,MYB55,AT4G01680,PBM_20140210
791,MYB55_2,MYB55_2,AT4G01680,PBM_20140210
792,CCA1,CCA1,AT2G46830,PBM_20140210
793,CCA1_2,CCA1_2,AT2G46830,PBM_20140210
794,RVE1,RVE1,AT5G17300,PBM_20140210
795,RVE1_2,RVE1_2,AT5G17300,PBM_20140210
796,ARR11,ARR11,AT1G67710,PBM_20140210
797,ARR11_2,ARR11_2,AT1G67710,PBM_20140210
798,ARR11_3ary,ARR11_3ary,AT1G67710,PBM_20140210
799,ARR14,ARR14,AT2G01760,PBM_20140210
800,ARR14_2,ARR14_2,AT2G01760,PBM_20140210
801,ARR14_3ary,ARR14_3ary,AT2G01760,PBM_20140210
802,GLK1,GLK1,AT2G20570,PBM_20140210
803,GLK1_2,GLK1_2,AT2G20570,PBM_20140210
804,KAN4,KAN4,AT5G42630,PBM_20140210
805,KAN4_2,KAN4_2,AT5G42630,PBM_20140210
806,KAN1,KAN1,AT5G16560,PBM_20140210
807,At5g28300,At5g28300,AT5G28300,PBM_20140210
808,RRTF1,RRTF1,AT4G34410,PBM_20140210
809,RRTF1_2,RRTF1_2,AT4G34410,PBM_20140210
810,RRTF1_3ary,RRTF1_3ary,AT4G34410,PBM_20140210
811,RAP2.3,RAP2.3,AT3G16770,PBM_20140210
812,RAP2.3_2,RAP2.3_2,AT3G16770,PBM_20140210
813,RAP2.3_3ary,RAP2.3_3ary,AT3G16770,PBM_20140210
814,RAP2.6,RAP2.6,AT1G43160,PBM_20140210
815,RAP2.6_2,RAP2.6_2,AT1G43160,PBM_20140210
816,RAP2.6_3ary,RAP2.6_3ary,AT1G43160,PBM_20140210
817,ATERF1,ATERF1,AT4G17500,PBM_20140210
818,ATERF1_2,ATERF1_2,AT4G17500,PBM_20140210
819,DDF1,DDF1,AT1G12610,PBM_20140210
820,DREB2C,DREB2C,AT2G40340,PBM_20140210
821,DREB2C_2,DREB2C_2,AT2G40340,PBM_20140210
822,At1g77200,At1g77200,AT1G77200,PBM_20140210
823,ORA47,ORA47,AT1G74930,PBM_20140210
824,ORA47_2,ORA47_2,AT1G74930,PBM_20140210
825,DEAR4,DEAR4,AT4G36900,PBM_20140210
826,DEAR4_2,DEAR4_2,AT4G36900,PBM_20140210
827,DEAR3,DEAR3,AT2G23340,PBM_20140210
828,DEAR3_2,DEAR3_2,AT2G23340,PBM_20140210
829,TOE2,TOE2,AT5G60120,PBM_20140210
830,TOE2_2,TOE2_2,AT5G60120,PBM_20140210
831,TOE2_3ary,TOE2_3ary,AT5G60120,PBM_20140210
832,TOE1,TOE1,AT2G28550,PBM_20140210
833,TOE1_2,TOE1_2,AT2G28550,PBM_20140210
834,TOE1_3ary,TOE1_3ary,AT2G28550,PBM_20140210
835,WOX13,WOX13,AT4G35550,PBM_20140210
836,WOX13_2,WOX13_2,AT4G35550,PBM_20140210
837,ICU4,ICU4,AT1G52150,PBM_20140210
838,ATHB12,ATHB12,AT3G61890,PBM_20140210
839,ATHB51,ATHB51,AT5G03790,PBM_20140210
840,SPL1,SPL1,AT2G47070,PBM_20140210
841,SPL1_2,SPL1_2,AT2G47070,PBM_20140210
842,SPL7,SPL7,AT5G18830,PBM_20140210
843,WRKY18,WRKY18,AT4G31800,PBM_20140210
844,WRKY12,WRKY12,AT2G44745,PBM_20140210
845,WRKY45,WRKY45,AT3G01970,PBM_20140210
846,WRKY38,WRKY38,AT5G22570,PBM_20140210
847,ZAT2,ZAT2,AT2G17180,PBM_20140210
848,At4g35610,At4g35610,AT4G35610,PBM_20140210
849,ZAT6,ZAT6,AT5G04340,PBM_20140210
850,ZAT14,ZAT14,AT5G03510,PBM_20140210
851,ZAT18,ZAT18,AT3G53600,PBM_20140210
852,GATA12,GATA12,AT5G25830,PBM_20140210
853,YAB1,YAB1,AT2G45190,PBM_20140210
854,YAB5,YAB5,AT2G26580,PBM_20140210
855,DAG2,DAG2,AT5G65590,PBM_20140210
856,Dof5.7,Dof5.7,AT5G65590,PBM_20140210
857,Dof5.7_2,Dof5.7_2,AT5G65590,PBM_20140210
858,TCP15,TCP15,AT1G69690,PBM_20140210
859,TCP23,TCP23,AT1G35560,PBM_20140210
860,TCP16,TCP16,AT1G69690,PBM_20140210
861,HSFB2A,HSFB2A,AT5G62020,PBM_20140210
862,HSFB2A_2,HSFB2A_2,AT5G62020,PBM_20140210
863,HSFC1,HSFC1,AT3G24520,PBM_20140210
864,HSFC1_2,HSFC1_2,AT3G24520,PBM_20140210
865,TGA2,TGA2,AT5G06950,PBM_20140210
866,TGA2_2,TGA2_2,AT5G06950,PBM_20140210
867,bZIP60,bZIP60,AT1G42990,PBM_20140210
868,bZIP60_2,bZIP60_2,AT1G42990,PBM_20140210
869,ETT,ETT,AT2G33860,PBM_20140210
870,ETT_2,ETT_2,AT2G33860,PBM_20140210
871,REM1,REM1,AT4G31610,PBM_20140210
872,REM1_2,REM1_2,AT4G31610,PBM_20140210
873,ANAC55,ANAC55,AT3G15500,PBM_20140210
874,ANAC55_2,ANAC55_2,AT3G15500,PBM_20140210
875,ANAC46,ANAC46,AT3G04060,PBM_20140210
876,ANAC58,ANAC58,AT3G18400,PBM_20140210
877,AHL20,AHL20,AT4G14465,PBM_20140210
878,AHL20_2,AHL20_2,AT4G14465,PBM_20140210
879,AHL20_3ary,AHL20_3ary,AT4G14465,PBM_20140210
880,AHL12,AHL12,AT1G63480,PBM_20140210
881,AHL12_2,AHL12_2,AT1G63480,PBM_20140210
882,AHL12_3ary,AHL12_3ary,AT1G63480,PBM_20140210
883,AHL25,AHL25,AT4G35390,PBM_20140210
884,AHL25_2,AHL25_2,AT4G35390,PBM_20140210
885,AHL25_3ary,AHL25_3ary,AT4G35390,PBM_20140210
886,PIF3,PIF3,AT1G09530,PBM_20140210
887,LBD16,LBD16,AT2G42430,PBM_20140210
888,STY1,STY1,AT3G51060,PBM_20140210
889,STY1_2,STY1_2,AT3G51060,PBM_20140210
890,MYC2,MYC2,AT1G32640,PBM_20140210
891,PIF5,PIF5,AT3G59060,PBM_20140210
892,PIF4,PIF4,AT2G43010,PBM_20140210
893,MYC4,MYC4,AT4G17880,PBM_20140210
894,MYC3,MYC3,AT5G46760,PBM_20140210
895,ERF1,ERF1,AT3G23240,PBM_20140210
896,ABI3VP1_tnt.AT5G18090_col_a_m1,AT5G18090,AT5G18090,DAPv1
897,ABI3VP1_tnt.AT5G25475_col_a_m1,AT5G25475,AT5G25475,DAPv1
898,ABI3VP1_tnt.AT5G60130_col_a_m1,AT5G60130,AT5G60130,DAPv1
899,ABI3VP1_tnt.AT5G60130_colamp_a_m1,AT5G60130,AT5G60130,DAPv1
900,ABI3VP1_tnt.FUS3_col_a_m1,FUS3,AT3G26790,DAPv1
901,ABI3VP1_tnt.NGA4_col_a_m1,NGA4,AT4G01500,DAPv1
902,ABI3VP1_tnt.REM16_col_a_m1,REM16,AT4G33280,DAPv1
903,ABI3VP1_tnt.VRN1_col_a_m1,VRN1,AT3G18990,DAPv1
904,ABI3VP1_tnt.VRN1_colamp_a_m1,VRN1,AT3G18990,DAPv1
905,AP2EREBP_tnt.ABR1_col_a_m1,ABR1,AT5G64750,DAPv1
906,AP2EREBP_tnt.ABR1_colamp_a_m1,ABR1,AT5G64750,DAPv1
907,AP2EREBP_tnt.AIL7_col_a_m1,AIL7,AT5G65510,DAPv1
908,AP2EREBP_tnt.AIL7_colamp_a_m1,AIL7,AT5G65510,DAPv1
909,AP2EREBP_tnt.AT1G01250_col_a_m1,AT1G01250,AT1G01250,DAPv1
910,AP2EREBP_tnt.AT1G01250_colamp_a_m1,AT1G01250,AT1G01250,DAPv1
911,AP2EREBP_tnt.AT1G12630_col_a_m1,AT1G12630,AT1G12630,DAPv1
912,AP2EREBP_tnt.AT1G12630_colamp_a_m1,AT1G12630,AT1G12630,DAPv1
913,AP2EREBP_tnt.AT1G28160_col_a_m1,AT1G28160,AT1G28160,DAPv1
914,AP2EREBP_tnt.AT1G28160_colamp_a_m1,AT1G28160,AT1G28160,DAPv1
915,AP2EREBP_tnt.AT1G44830_col_a_m1,AT1G44830,AT1G44830,DAPv1
916,AP2EREBP_tnt.AT1G71450_col_a_m1,AT1G71450,AT1G71450,DAPv1
917,AP2EREBP_tnt.AT1G71450_colamp_a_m1,AT1G71450,AT1G71450,DAPv1
918,AP2EREBP_tnt.AT1G77200_col_a_m1,AT1G77200,AT1G77200,DAPv1
919,AP2EREBP_tnt.AT1G77200_colamp_a_m1,AT1G77200,AT1G77200,DAPv1
920,AP2EREBP_tnt.AT3G16280_col_a_m1,AT3G16280,AT3G16280,DAPv1
921,AP2EREBP_tnt.AT3G16280_colamp_a_m1,AT3G16280,AT3G16280,DAPv1
922,AP2EREBP_tnt.AT3G57600_col_a_m1,AT3G57600,AT3G57600,DAPv1
923,AP2EREBP_tnt.AT3G60490_col_a_m1,AT3G60490,AT3G60490,DAPv1
924,AP2EREBP_tnt.AT3G60490_colamp_a_m1,AT3G60490,AT3G60490,DAPv1
