#TF	symbol	PWM	PWMsource	PWMref
AT2G01060	At2g01060	PWM1278	CisBP	M1225_1.01
AT2G01060	At2g01060	PWM3101	DAP-seq	AT2G01060_col
AT2G01760	ARR14	PWM1312	PBM	
AT2G01760	ARR14	PWM1344	PBM	
AT2G01760	ARR14	PWM1557	PBM	
AT2G01760	ARR14	PWM2546	JASPAR	MA0947.1
AT2G01760	ARR14	PWM816	CisBP	M1226_1.01
AT2G01818	AT2G01818	PWM3443	DAP-seq	AT2G01818_col
AT2G01930	ATBPC1	PWM2870	DAP-seq	BPC1_col
AT2G01940	ATIDD15	PWM3052	DAP-seq	SGR5_col
AT2G02070	AtIDD5	PWM1452	CisBP	M1810_1.01
AT2G02070	AtIDD5	PWM3043	DAP-seq	IDD5_col
AT2G02080	AtIDD4	PWM1453	CisBP	M1810_1.01
AT2G02080	AtIDD4	PWM3042	DAP-seq	IDD4_col
AT2G02450	ANAC034	PWM3359	DAP-seq	ANAC034_col
AT2G02820	AtMYB88	PWM3288	DAP-seq	MYB88_col
AT2G03340	WRKY3	PWM1280	CisBP	M1571_1.01
AT2G03340	WRKY3	PWM3543	DAP-seq	WRKY3_col
AT2G03500	At2g03500	PWM3103	DAP-seq	AT2G03500_col
AT2G03500	At2g03500	PWM906	CisBP	M1265_1.01
AT2G03710	AGL3	PWM122	AGRIS	
AT2G03710	AGL3	PWM1402	CisBP	M1706_1.01
AT2G03710	AGL3	PWM1416	CisBP	M2490_1.01
AT2G03710	AGL3	PWM1612	JASPAR	MA0001.2
AT2G03710	AGL3	PWM813	CisBP	M2489_1.01
AT2G04038	AtbZIP48	PWM2919	DAP-seq	BZIP48_col
AT2G04880	ATWRKY1	PWM1048	CisBP	M2252_1.01
AT2G04880	ATWRKY1	PWM1049	CisBP	M2252_1.01
AT2G04880	ATWRKY1	PWM2188	JASPAR	MA0589.1
AT2G06200	AtGRF6	PWM3126	DAP-seq	ATGRF6_col
AT2G06200	AtGRF6	PWM922	CisBP	M1547_1.01
AT2G15660	AGL95	PWM3433	DAP-seq	AGL95_col
AT2G15740	AT2G15740	PWM3025	DAP-seq	AT2G15740_col
AT2G16720	ATMYB7	PWM1353	CisBP	M1237_1.01
AT2G16770	bZIP23	PWM230	AthaMAP	
AT2G16770	bZIP23	PWM726	AthaMAP	
AT2G17410	AT2G17410	PWM2869	DAP-seq	AT2G17410_col
AT2G17900	ASHR1	PWM3434	DAP-seq	ASHR1_col
AT2G17950	PGA6	PWM3167	DAP-seq	WUS1_col
AT2G18060	ANAC037	PWM1190	CisBP	M1313_1.01
AT2G18060	ANAC037	PWM3424	DAP-seq	VND1_col
AT2G18160	ATBZIP2	PWM2932	DAP-seq	GBF5_col
AT2G18300	HBI1	PWM1350	CisBP	M0154_1.01
AT2G18300	HBI1	PWM2622	JASPAR	MA1025.1
AT2G18300	HBI1	PWM2889	DAP-seq	BHLH64_col
AT2G18350	AtHB24	PWM3575	DAP-seq	ATHB24_col
AT2G18380	GATA20	PWM3013	DAP-seq	GATA20_col
AT2G18550	ATHB21	PWM1418	CisBP	M1102_1.01
AT2G18550	ATHB21	PWM3132	DAP-seq	ATHB21_col
AT2G20110	AT2G20110	PWM1034	CisBP	M0523_1.01
AT2G20110	AT2G20110	PWM3075	DAP-seq	AT2G20110_col
AT2G20180	PIF1	PWM1082	CisBP	M0155_1.01
AT2G20180	PIF1	PWM1238	CisBP	M2215_1.01
AT2G20180	PIF1	PWM2152	JASPAR	MA0552.1
AT2G20400	AT2G20400	PWM3105	DAP-seq	AT2G20400_col
AT2G20570	ATGLK1	PWM1558	PBM	
AT2G20570	ATGLK1	PWM905	PBM	
AT2G20880	AtERF53	PWM1011	CisBP	M0016_1.01
AT2G21060	ATCSP4	PWM1173	CisBP	M0518_1.01
AT2G21230	AT2G21230	PWM1544	CisBP	M0256_1.01
AT2G21900	ATWRKY59	PWM1137	CisBP	M1559_1.01
AT2G21900	ATWRKY59	PWM3559	DAP-seq	WRKY59_col
AT2G22200	AT2G22200	PWM1012	CisBP	M0016_1.01
AT2G22300	CAMTA3	PWM1171	CisBP	M0516_1.01
AT2G22300	CAMTA3	PWM239	AthaMAP	
AT2G22300	CAMTA3	PWM24	AthaMAP	
AT2G22300	CAMTA3	PWM2569	JASPAR	MA0970.1
AT2G22300	CAMTA3	PWM294	AthaMAP	
AT2G22300	CAMTA3	PWM353	AthaMAP	
AT2G22300	CAMTA3	PWM364	AthaMAP	
AT2G22300	CAMTA3	PWM496	AthaMAP	
AT2G22300	CAMTA3	PWM619	AthaMAP	
AT2G22430	ATHB6	PWM1057	CisBP	M0759_1.01
AT2G22430	ATHB6	PWM2552	JASPAR	MA0953.1
AT2G22430	ATHB6	PWM3154	DAP-seq	ATHB6_col
AT2G22430	ATHB6	PWM728	AGRIS	
AT2G22540	AGL22	PWM1491	CisBP	M2218_1.01
AT2G22540	AGL22	PWM2155	JASPAR	MA0555.1
AT2G22540	AGL22	PWM3211	DAP-seq	SVP_col
AT2G22540	AGL22	PWM795	AthaMAP	
AT2G22540	AGL22	PWM97	AthaMAP	
AT2G22750	AT2G22750	PWM2884	DAP-seq	BHLH18_col
AT2G22800	HAT9	PWM1313	CisBP	M0761_1.01
AT2G23290	AtMYB70	PWM1306	CisBP	M1215_1.01
AT2G23290	AtMYB70	PWM3278	DAP-seq	MYB70_col
AT2G23320	AtWRKY15	PWM1263	CisBP	M1552_1.01
AT2G23320	AtWRKY15	PWM2671	JASPAR	MA1076.1
AT2G23320	AtWRKY15	PWM3515	DAP-seq	WRKY15_col
AT2G23340	DEAR3	PWM1335	PBM	
AT2G23340	DEAR3	PWM1571	PBM	
AT2G23340	DEAR3	PWM2578	JASPAR	MA0979.1
AT2G23340	DEAR3	PWM2796	DAP-seq	DEAR3_col
AT2G24260	LRL1	PWM1023	CisBP	M0247_1.01
AT2G24430	ANAC038	PWM1537	CisBP	M1307_1.01
AT2G24430	ANAC038	PWM3360	DAP-seq	ANAC038_col
AT2G24570	ATWRKY17	PWM1371	CisBP	M1553_1.01
AT2G24570	ATWRKY17	PWM1372	CisBP	M1553_1.01
AT2G24570	ATWRKY17	PWM3517	DAP-seq	WRKY17_col
AT2G25000	ATWRKY60	PWM2684	JASPAR	MA1090.1
AT2G25000	ATWRKY60	PWM999	CisBP	M1554_1.01
AT2G25650	AT2G25650	PWM1487	CisBP	M1494_1.01
AT2G25820	ESE2	PWM1144	CisBP	M0034_1.01
AT2G26580	YAB5	PWM1591	PBM	
AT2G26580	YAB5	PWM854	CisBP	M1453_1.01
AT2G26960	AtMYB81	PWM3284	DAP-seq	MYB81_col
AT2G27050	AtEIL1	PWM1004	CisBP	M0605_1.01
AT2G27050	AtEIL1	PWM404	AGRIS	
AT2G27300	ANAC040	PWM2710	UNIPROBE	UP00577
AT2G27300	ANAC040	PWM2711	UNIPROBE	UP00577
AT2G27300	ANAC040	PWM3414	DAP-seq	NTL8_col
AT2G28340	GATA13	PWM1548	CisBP	M0680_1.01
AT2G28550	RAP2.7	PWM1389	PBM	
AT2G28550	RAP2.7	PWM1484	PBM	
AT2G28550	RAP2.7	PWM1573	PBM	
AT2G28710	AT2G28710	PWM1506	CisBP	M0353_1.01
AT2G28810	AT2G28810	PWM2972	DAP-seq	AT2G28810_col
AT2G28920	AT2G28920	PWM3436	DAP-seq	AT2G28920_col
AT2G30130	ASL5	PWM1401	CisBP	M1179_1.01
AT2G30250	ATWRKY25	PWM1225	CisBP	M1555_1.01
AT2G30250	ATWRKY25	PWM2676	JASPAR	MA1081.1
AT2G30250	ATWRKY25	PWM3528	DAP-seq	WRKY25_col
AT2G30340	LBD13	PWM3189	DAP-seq	LBD13_col
AT2G30590	WRKY21	PWM2674	JASPAR	MA1079.1
AT2G30590	WRKY21	PWM3522	DAP-seq	WRKY21_col
AT2G30590	WRKY21	PWM944	CisBP	M1556_1.01
AT2G30590	WRKY21	PWM945	CisBP	M1556_1.01
AT2G31220	AT2G31220	PWM2878	DAP-seq	BHLH10_col
AT2G31230	ATERF15	PWM1303	CisBP	M0017_1.01
AT2G31230	ATERF15	PWM2817	DAP-seq	ERF15_col
AT2G31370	AT2G31370	PWM1268	CisBP	M0258_1.01
AT2G31460	AT2G31460	PWM3448	DAP-seq	AT2G31460_col
AT2G32370	HDG3	PWM1128	CisBP	M0768_1.01
AT2G32460	ATM1	PWM3220	DAP-seq	MYB101_col
AT2G33480	ANAC041	PWM1471	CisBP	M1308_1.01
AT2G33550	AT2G33550	PWM3493	DAP-seq	AT2G33550_col
AT2G33710	At2g33710	PWM1302	CisBP	M0018_1.01
AT2G33710	At2g33710	PWM2600	JASPAR	MA1002.1
AT2G33710	At2g33710	PWM2755	DAP-seq	AT2G33710_col
AT2G33810	SPL3	PWM2176	JASPAR	MA0577.1
AT2G33810	SPL3	PWM3460	DAP-seq	SPL3_col
AT2G33810	SPL3	PWM949	CisBP	M2240_1.01
AT2G33860	ARF3	PWM1159	PBM	
AT2G33860	ARF3	PWM1601	PBM	
AT2G33860	ARF3	PWM2606	JASPAR	MA1009.1
AT2G34710	ATHB14	PWM1458	CisBP	M2236_1.01
AT2G34830	AtWRKY35	PWM1259	CisBP	M1548_1.01
AT2G35530	AtbZIP16	PWM1237	CisBP	M0251_1.01
AT2G35530	AtbZIP16	PWM2908	DAP-seq	BZIP16_col
AT2G35700	ATERF38	PWM1443	CisBP	M0026_1.01
AT2G35700	ATERF38	PWM2822	DAP-seq	ERF38_col
AT2G36010	ATE2FA	PWM249	AthaMAP	T06392
AT2G36010	ATE2FA	PWM3087	DAP-seq	E2FA_col
AT2G36010	ATE2FA	PWM595	AthaMAP	T06392
AT2G36010	ATE2FA	PWM687	AthaMAP	T06392
AT2G36010	ATE2FA	PWM760	AthaMAP	T06392
AT2G36010	ATE2FA	PWM775	AGRIS	
AT2G36010	ATE2FA	PWM783	AthaMAP	T06392
AT2G36011	AT2G36011	PWM13	AGRIS	
AT2G36270	ABI5	PWM2530	JASPAR	MA0931.1
AT2G36270	ABI5	PWM2904	DAP-seq	ABI5_col
AT2G36270	ABI5	PWM589	AthaMAP	T04543
AT2G36270	ABI5	PWM607	AthaMAP	T04543
AT2G36270	ABI5	PWM621	AthaMAP	T04543
AT2G36270	ABI5	PWM719	AthaMAP	T04543
AT2G36270	ABI5	PWM957	CisBP	M0257_1.01
AT2G36450	HRD	PWM1273	CisBP	M0019_1.01
AT2G36610	ATHB22	PWM1107	CisBP	M0760_1.01
AT2G37430	ZAT11	PWM1514	CisBP	M0354_1.01
AT2G37590	ATDOF2.4	PWM1545	CisBP	M0573_1.01
AT2G37590	ATDOF2.4	PWM2581	JASPAR	MA0982.1
AT2G37590	ATDOF2.4	PWM2991	DAP-seq	DOF24_col
AT2G38090	AT2G38090	PWM3309	DAP-seq	AT2G38090_col
AT2G38250	AT2G38250	PWM769	AthaMAP	T07188
AT2G38300	AT2G38300	PWM3107	DAP-seq	AT2G38300_col
AT2G38340	DREB19	PWM2800	DAP-seq	DREB19_col
AT2G38470	ATWRKY33	PWM1175	CisBP	M1557_1.01
AT2G38470	ATWRKY33	PWM3542	DAP-seq	WRKY33_col
AT2G38530	cdf3	PWM2985	DAP-seq	CDF3_col
AT2G38880	ATHAP3	PWM3073	DAP-seq	HAP3_col
AT2G39250	SNZ	PWM1373	CisBP	M2216_1.01
AT2G39900	WLIM2a	PWM3185	DAP-seq	WLIM2A_col
AT2G40220	ABI4	PWM952	CisBP	M1813_1.01
AT2G40260	AT2G40260	PWM3108	DAP-seq	AT2G40260_col
AT2G40340	AtERF48	PWM1150	PBM	
AT2G40340	AtERF48	PWM1567	PBM	
AT2G40340	AtERF48	PWM2585	JASPAR	MA0986.1
AT2G40340	AtERF48	PWM2825	DAP-seq	ERF48_col
AT2G40350	AT2G40350	PWM1364	CisBP	M0015_1.01
AT2G40620	bZIP18	PWM1269	CisBP	M0258_1.01
AT2G40620	bZIP18	PWM2910	DAP-seq	BZIP18_col
AT2G40740	ATWRKY55	PWM3558	DAP-seq	WRKY55_col
AT2G40740	ATWRKY55	PWM888	CisBP	M1567_1.01
AT2G40750	ATWRKY54	PWM889	CisBP	M1567_1.01
AT2G40950	BZIP17	PWM882	CisBP	M0259_1.01
AT2G40970	MYBC1	PWM1028	CisBP	M1239_1.01
AT2G41070	ATBZIP12	PWM588	AthaMAP	T05618
AT2G41070	ATBZIP12	PWM718	AthaMAP	T05618
AT2G41690	AT-HSFB3	PWM3180	DAP-seq	HSFB3_col
AT2G41835	AT2G41835	PWM3026	DAP-seq	AT2G41835_col
AT2G41940	ZFP8	PWM988	CisBP	M0351_1.01
AT2G42200	AtSPL9	PWM1078	CisBP	M1446_1.01
AT2G42200	AtSPL9	PWM3464	DAP-seq	SPL9_col
AT2G42280	AKS3	PWM1530	CisBP	M0226_1.01
AT2G42280	AKS3	PWM2882	DAP-seq	BHLH130_col
AT2G42400	ATVOZ2	PWM2718	UNIPROBE	UP00581
AT2G42400	ATVOZ2	PWM2719	UNIPROBE	UP00581
AT2G42430	ASL18	PWM1610	PBM	
AT2G42430	ASL18	PWM3187	DAP-seq	ASL18_col
AT2G43000	ANAC042	PWM3362	DAP-seq	ANAC042_col
AT2G43010	AtPIF4	PWM2161	JASPAR	MA0561.1
AT2G43010	AtPIF4	PWM818	CisBP	M2224_1.01
AT2G43140	AT2G43140	PWM1531	CisBP	M0226_1.01
AT2G44745	AtWRKY12	PWM1099	CisBP	M1550_1.01
AT2G44745	AtWRKY12	PWM1581	PBM	
AT2G44745	AtWRKY12	PWM2670	JASPAR	MA1075.1
AT2G44840	ATERF13	PWM1490	CisBP	M0020_1.01
AT2G44840	ATERF13	PWM2601	JASPAR	MA1004.1
AT2G44840	ATERF13	PWM2815	DAP-seq	ERF13_col
AT2G44910	ATHB4	PWM1314	CisBP	M0761_1.01
AT2G44940	AT2G44940	PWM2757	DAP-seq	AT2G44940_col
AT2G45050	GATA2	PWM1069	CisBP	M0687_1.01
AT2G45050	GATA2	PWM426	AthaMAP	T05706
AT2G45050	GATA2	PWM596	AthaMAP	T05706
AT2G45050	GATA2	PWM645	AthaMAP	T05706
AT2G45050	GATA2	PWM709	AthaMAP	T05706
AT2G45120	AT2G45120	PWM1036	CisBP	M0352_1.01
AT2G45190	AFO	PWM1590	PBM	
AT2G45410	LBD19	PWM3193	DAP-seq	LBD19_col
AT2G45420	LBD18	PWM3191	DAP-seq	LBD18_col
AT2G45480	AtGRF9	PWM3127	DAP-seq	GRF9_col
AT2G45650	AGL6	PWM3209	DAP-seq	AGL6_col
AT2G45660	AGL20	PWM2154	JASPAR	MA0554.1
AT2G45660	AGL20	PWM796	AthaMAP	
AT2G45660	AGL20	PWM98	AthaMAP	
AT2G45680	At2g45680	PWM3472	DAP-seq	AT2G45680_col
AT2G45680	At2g45680	PWM862	CisBP	M1526_1.01
AT2G46130	ATWRKY43	PWM138	AthaMAP	
AT2G46130	ATWRKY43	PWM1511	CisBP	M1558_1.01
AT2G46130	ATWRKY43	PWM1512	CisBP	M1558_1.01
AT2G46130	ATWRKY43	PWM232	AthaMAP	
AT2G46130	ATWRKY43	PWM258	AthaMAP	
AT2G46130	ATWRKY43	PWM2680	JASPAR	MA1086.1
AT2G46130	ATWRKY43	PWM3548	DAP-seq	WRKY43_col
AT2G46130	ATWRKY43	PWM536	AthaMAP	
AT2G46130	ATWRKY43	PWM639	AthaMAP	
AT2G46130	ATWRKY43	PWM688	AthaMAP	
AT2G46270	GBF3	PWM2930	DAP-seq	GBF3_col
AT2G46270	GBF3	PWM951	CisBP	M0260_1.01
AT2G46310	CRF5	PWM924	CisBP	M0033_1.01
AT2G46400	ATWRKY46	PWM3552	DAP-seq	WRKY46_col
AT2G46400	ATWRKY46	PWM890	CisBP	M1567_1.01
AT2G46510	AIB	PWM2558	JASPAR	MA0959.1
AT2G46510	AIB	PWM845	CisBP	M0148_1.01
AT2G46590	DAG2	PWM1592	PBM	
AT2G46590	DAG2	PWM2576	JASPAR	MA0977.1
AT2G46590	DAG2	PWM2989	DAP-seq	DAG2_col
AT2G46680	ATHB7	PWM2553	JASPAR	MA0954.1
AT2G46680	ATHB7	PWM3156	DAP-seq	ATHB7_col
AT2G46680	ATHB7	PWM908	CisBP	M0762_1.01
AT2G46770	ANAC043	PWM2641	JASPAR	MA1045.1
AT2G46770	ANAC043	PWM3412	DAP-seq	NST1_col
AT2G46770	ANAC043	PWM836	CisBP	M1304_1.01
AT2G46830	AtCCA1	PWM1136	PBM	
AT2G46830	AtCCA1	PWM1555	PBM	
AT2G46830	AtCCA1	PWM171	AGRIS	
AT2G46830	AtCCA1	PWM2571	JASPAR	MA0972.1
AT2G46830	AtCCA1	PWM44	AGRIS	
AT2G46830	AtCCA1	PWM617	AGRIS	
AT2G46830	AtCCA1	PWM635	AthaMAP	T08583
AT2G46970	PIL1	PWM902	CisBP	M0150_1.01
AT2G47070	SPL1	PWM2651	JASPAR	MA1055.1
AT2G47070	SPL1	PWM790	AthaMAP	T05275
AT2G47190	ATMYB2	PWM272	AthaMAP	T02536
AT2G47190	ATMYB2	PWM373	AthaMAP	T02536
AT2G47190	ATMYB2	PWM473	AthaMAP	T02536
AT2G47190	ATMYB2	PWM548	AthaMAP	T02536
AT2G47190	ATMYB2	PWM803	AGRIS	
AT2G47260	ATWRKY23	PWM1138	CisBP	M1559_1.01
AT2G47260	ATWRKY23	PWM2675	JASPAR	MA1080.1
AT2G48100	AT2G48100	PWM3027	DAP-seq	AT2G48100_col
AT3G01080	ATWRKY58	PWM1281	CisBP	M1571_1.01
AT3G01220	ATHB20	PWM3152	DAP-seq	ATHB20_col
AT3G01220	ATHB20	PWM970	CisBP	M1802_1.01
AT3G01330	DEL3	PWM685	AthaMAP	T07257
AT3G01330	DEL3	PWM776	AGRIS	
AT3G01470	ATHB1	PWM1319	CisBP	M2531_1.01
AT3G01470	ATHB1	PWM1619	JASPAR	MA0008.2
AT3G01470	ATHB1	PWM313	AGRIS	
AT3G01470	ATHB1	PWM3162	DAP-seq	HAT5_col
AT3G01470	ATHB1	PWM828	CisBP	M2235_1.01
AT3G01470	ATHB1	PWM900	CisBP	M1712_1.01
AT3G01470	ATHB1	PWM901	CisBP	M1712_1.01
AT3G01530	ATMYB57	PWM3266	DAP-seq	MYB57_col
AT3G01970	ATWRKY45	PWM1347	CisBP	M1566_1.01
AT3G01970	ATWRKY45	PWM1582	PBM	
AT3G01970	ATWRKY45	PWM2681	JASPAR	MA1087.1
AT3G01970	ATWRKY45	PWM3550	DAP-seq	WRKY45_col
AT3G02150	PTF1	PWM1210	CisBP	M1533_1.01
AT3G02150	PTF1	PWM3476	DAP-seq	PTF1_col
AT3G02940	AtMYB107	PWM3224	DAP-seq	MYB107_col
AT3G02990	ATHSFA1E	PWM3174	DAP-seq	HSFA1E_col
AT3G03200	anac045	PWM3363	DAP-seq	ANAC045_col
AT3G03260	HDG8	PWM978	CisBP	M0758_1.01
AT3G03450	RGL2	PWM1243	CisBP	M0737_1.01
AT3G03660	WOX11	PWM3144	DAP-seq	WOX11_col
AT3G04030	At3g04030	PWM1410	CisBP	M1227_1.01
AT3G04030	At3g04030	PWM1411	CisBP	M1227_1.01
AT3G04030	At3g04030	PWM3110	DAP-seq	AT3G04030_col
AT3G04060	anac046	PWM1604	PBM	
AT3G04060	anac046	PWM2535	JASPAR	MA0936.1
AT3G04060	anac046	PWM3365	DAP-seq	ANAC046_col
AT3G04060	anac046	PWM865	CisBP	M1309_1.01
AT3G04070	anac047	PWM3367	DAP-seq	ANAC047_col
AT3G04450	AT3G04450	PWM830	CisBP	M1244_1.01
AT3G04670	ATWRKY39	PWM1264	CisBP	M1552_1.01
AT3G04850	AT3G04850	PWM1370	CisBP	M0524_1.01
AT3G06490	AtMYB108	PWM3217	DAP-seq	BOS1_col
AT3G06740	GATA15	PWM1211	CisBP	M0682_1.01
AT3G06740	GATA15	PWM2613	JASPAR	MA1016.1
AT3G06740	GATA15	PWM3007	DAP-seq	GATA15_col
AT3G07220	AtFHA2	PWM3094	DAP-seq	FHA2_col
AT3G07340	AT3G07340	PWM931	CisBP	M0165_1.01
AT3G08500	AtMYB83	PWM3286	DAP-seq	MYB83_col
AT3G09230	AtMYB1	PWM309	AGRIS	
AT3G09230	AtMYB1	PWM3239	DAP-seq	MYB1_col
AT3G09230	AtMYB1	PWM372	AthaMAP	T02535
AT3G09230	AtMYB1	PWM547	AthaMAP	T02535
AT3G09290	TAC1	PWM152	AthaMAP	T10627
AT3G09290	TAC1	PWM244	AthaMAP	T10627
AT3G09290	TAC1	PWM471	AthaMAP	T10627
AT3G09600	At3g09600	PWM1199	CisBP	M1205_1.01
AT3G09600	At3g09600	PWM3310	DAP-seq	AT3G09600_col
AT3G09735	AT3G09735	PWM3452	DAP-seq	AT3G09735_col
AT3G10030	AT3G10030	PWM3495	DAP-seq	AT3G10030_col
AT3G10113	AT3G10113	PWM3312	DAP-seq	AT3G10113_col
AT3G10113	AT3G10113	PWM959	CisBP	M1219_1.01
AT3G10480	ANAC050	PWM1165	CisBP	M1306_1.01
AT3G10480	ANAC050	PWM3368	DAP-seq	ANAC050_col
AT3G10490	ANAC051	PWM1166	CisBP	M1306_1.01
AT3G10500	ANAC053	PWM3370	DAP-seq	ANAC053_col
AT3G10580	AT3G10580	PWM3313	DAP-seq	AT3G10580_col
AT3G10760	AT3G10760	PWM1029	CisBP	M1239_1.01
AT3G10800	bZIP28	PWM2912	DAP-seq	BZIP28_col
AT3G10800	bZIP28	PWM883	CisBP	M0259_1.01
AT3G11280	At3g11280	PWM3315	DAP-seq	AT3G11280_col
AT3G11440	ATMYB65	PWM1255	CisBP	M1240_1.01
AT3G11440	ATMYB65	PWM3275	DAP-seq	MYB65_col
AT3G12250	BZIP45	PWM1407	CisBP	M0261_1.01
AT3G12250	BZIP45	PWM2665	JASPAR	MA1069.1
AT3G12250	BZIP45	PWM2948	DAP-seq	TGA6_col
AT3G12720	ATMYB67	PWM3277	DAP-seq	MYB67_col
AT3G12730	AT3G12730	PWM1522	CisBP	M1230_1.01
AT3G12730	AT3G12730	PWM3112	DAP-seq	AT3G12730_col
AT3G12820	AtMYB10	PWM3226	DAP-seq	MYB10_col
AT3G12910	AT3G12910	PWM3398	DAP-seq	AT3G12910_col
AT3G13040	AT3G13040	PWM1513	CisBP	M1228_1.01
AT3G13040	AT3G13040	PWM3114	DAP-seq	AT3G13040_col
AT3G13445	TBP1	PWM956	CisBP	M1512_1.01
AT3G13810	AtIDD11	PWM3037	DAP-seq	ATIDD11_col
AT3G14180	ASIL2	PWM3497	DAP-seq	AT3G14180_col
AT3G14230	RAP2.2	PWM156	AthaMAP	
AT3G14230	RAP2.2	PWM187	AthaMAP	
AT3G15030	MEE35	PWM1230	CisBP	M1516_1.01
AT3G15030	MEE35	PWM2631	JASPAR	MA1035.1
AT3G15170	ANAC054	PWM1095	CisBP	M1310_1.01
AT3G15170	ANAC054	PWM3400	DAP-seq	CUC1_col
AT3G15210	ATERF4	PWM1519	CisBP	M0022_1.01
AT3G15210	ATERF4	PWM216	AthaMAP	T04636
AT3G15210	ATERF4	PWM2590	JASPAR	MA0992.1
AT3G15210	ATERF4	PWM2826	DAP-seq	ERF4_col
AT3G15210	ATERF4	PWM41	AthaMAP	T04636
AT3G15210	ATERF4	PWM520	AthaMAP	T04636
AT3G15210	ATERF4	PWM55	AthaMAP	T04636
AT3G15210	ATERF4	PWM70	AthaMAP	T04636
AT3G15210	ATERF4	PWM729	AthaMAP	T04636
AT3G15270	SPL5	PWM2655	JASPAR	MA1059.1
AT3G15270	SPL5	PWM3462	DAP-seq	SPL5_col
AT3G15270	SPL5	PWM791	AthaMAP	T05278
AT3G15270	SPL5	PWM923	CisBP	M1442_1.01
AT3G15500	ANAC055	PWM1196	PBM	
AT3G15500	ANAC055	PWM1603	PBM	
AT3G15500	ANAC055	PWM2536	JASPAR	MA0937.1
AT3G15500	ANAC055	PWM3372	DAP-seq	ANAC055_col
AT3G15500	ANAC055	PWM347	AthaMAP	T07333
AT3G15510	ANAC056	PWM1463	CisBP	M1302_1.01
AT3G15510	ANAC056	PWM1464	CisBP	M1302_1.01
AT3G15510	ANAC056	PWM3406	DAP-seq	NAC2_col
AT3G16280	AT3G16280	PWM1145	CisBP	M0034_1.01
AT3G16280	AT3G16280	PWM2759	DAP-seq	AT3G16280_col
AT3G16350	AT3G16350	PWM1194	CisBP	M1216_1.01
AT3G16770	ATEBP	PWM1224	PBM	
AT3G16770	ATEBP	PWM1336	PBM	
AT3G16770	ATEBP	PWM1563	PBM	
AT3G16770	ATEBP	PWM2647	JASPAR	MA1051.1
AT3G16857	ARR1	PWM1104	CisBP	M1229_1.01
AT3G16857	ARR1	PWM2544	JASPAR	MA0945.1
AT3G16857	ARR1	PWM531	AthaMAP	T04729
AT3G16857	ARR1	PWM669	AthaMAP	T04729
AT3G16870	GATA17	PWM1212	CisBP	M0682_1.01
AT3G17609	HYH	PWM1068	CisBP	M2214_1.01
AT3G17730	anac057	PWM1167	CisBP	M1306_1.01
AT3G17730	anac057	PWM3373	DAP-seq	ANAC057_col
AT3G18400	anac058	PWM1605	PBM	
AT3G18400	anac058	PWM2537	JASPAR	MA0938.1
AT3G18400	anac058	PWM3375	DAP-seq	ANAC058_col
AT3G18400	anac058	PWM861	CisBP	M1312_1.01
AT3G18550	AtBRC1	PWM1209	CisBP	M1514_1.01
AT3G18990	REM39	PWM2729	DAP-seq	VRN1_col
AT3G19290	ABF4	PWM746	AGRIS	
AT3G19290	ABF4	PWM966	CisBP	M0253_1.01
AT3G19510	HAT3.1	PWM1466	CisBP	M0763_1.01
AT3G19580	AZF2	PWM1037	CisBP	M0352_1.01
AT3G20310	ATERF7	PWM1392	CisBP	M0023_1.01
AT3G20310	ATERF7	PWM2591	JASPAR	MA0993.1
AT3G20310	ATERF7	PWM2833	DAP-seq	ERF7_col
AT3G20310	ATERF7	PWM54	AthaMAP	T05483
AT3G20770	AtEIN3	PWM264	AthaMAP	
AT3G20770	AtEIN3	PWM3091	DAP-seq	EIN3_col
AT3G20770	AtEIN3	PWM606	AGRIS	
AT3G20770	AtEIN3	PWM824	CisBP	M0606_1.01
AT3G20840	PLT1	PWM2844	DAP-seq	PLT1_col
AT3G21175	GATA24	PWM1111	CisBP	M0683_1.01
AT3G21175	GATA24	PWM3018	DAP-seq	ZML1_col
AT3G21270	ADOF2	PWM1052	CisBP	M0574_1.01
AT3G21890	BBX31	PWM3442	DAP-seq	BBX31_col
AT3G22170	CPD45	PWM1061	CisBP	M2220_1.01
AT3G22170	CPD45	PWM2157	JASPAR	MA0557.1
AT3G22480	PDF2	PWM3166	DAP-seq	PDF2_col
AT3G22760	SOL1	PWM1534	CisBP	M0525_1.01
AT3G22780	ATTSO1	PWM1535	CisBP	M0525_1.01
AT3G22780	ATTSO1	PWM3081	DAP-seq	TSO1_col
AT3G22830	AT-HSFA6B	PWM3178	DAP-seq	HSFA6B_col
AT3G23130	FLO10	PWM284	AthaMAP	T02275
AT3G23210	bHLH34	PWM1481	CisBP	M0156_1.01
AT3G23210	bHLH34	PWM2561	JASPAR	MA0962.1
AT3G23210	bHLH34	PWM2887	DAP-seq	BHLH34_col
AT3G23220	ESE1	PWM2839	DAP-seq	ESE1_col
AT3G23230	AtERF98	PWM1296	CisBP	M0024_1.01
AT3G23230	AtERF98	PWM2597	JASPAR	MA0999.1
AT3G23240	ATERF1	PWM1122	CisBP	M0025_1.01
AT3G23240	ATERF1	PWM1231	CisBP	M2230_1.01
AT3G23240	ATERF1	PWM1366	PBM	
AT3G23240	ATERF1	PWM1421	PBM	
AT3G23240	ATERF1	PWM1565	PBM	
AT3G23240	ATERF1	PWM2167	JASPAR	MA0567.1
AT3G23240	ATERF1	PWM2819	DAP-seq	ERF1_col
